"Area Name-Legal/Statistical Area Description","Qualifying Name","FIPS","Summary Level","Geographic Component","State (Census)","State (FIPS)","County","County Size Code","County Subdivision (FIPS)","Census Tract","Total Population","Total Population","White Alone","Black or African American Alone","American Indian and Alaska Native Alone","Asian Alone","Native Hawaiian and Other Pacific Islander Alone","Some other race Alone","Two or more races","% White Alone","% Black or African American Alone","% American Indian and Alaska Native Alone","% Asian Alone","% Native Hawaiian and Other Pacific Islander Alone","% Some other race Alone","% Two or more races","Total Asian with one Asian category only","Asian Indian","Bangladeshi","Cambodian","Chinese, except Taiwanese","Filipino","Hmong","Indonesian","Japanese","Korean","Laotian","Malaysian","Pakistani","Sri Lankan","Taiwanese","Thai","Vietnamese","Other Asian","Other Asian, not specified","% Asian Indian","% Bangladeshi","% Cambodian","% Chinese, except Taiwanese","% Filipino","% Hmong","% Indonesian","% Japanese","% Korean","% Laotian","% Malaysian","% Pakistani","% Sri Lankan","% Taiwanese","% Thai","% Vietnamese","% Other Asian","% Other Asian, not specified","Median household income In 2016 Dollars [Dollars adjusted for inflation to match value in 2016]","Median household income in 1999: White Alone Householder [Dollars adjusted for inflation to match value in 2016]","Median household income in 1999: Black or African American Alone Householder [Dollars adjusted for inflation to match value in 2016]","Median household income in 1999: American Indian and Alaska Native Alone Householder [Dollars adjusted for inflation to match value in 2016]","Median household income in 1999: Asian Alone [Dollars adjusted for inflation to match value in 2016]","Median household income in 1999: Native Hawaiian and Other Pacific Islander Alone Householder [Dollars adjusted for inflation to match value in 2016]","Median household income in 1999: Some Other Race Alone Householder [Dollars adjusted for inflation to match value in 2016]","Median household income in 1999: Two or More Races Householder [Dollars adjusted for inflation to match value in 2016]","Median household income in 1999: Hispanic or Latino Householder [Dollars adjusted for inflation to match value in 2016]","Median household income in 1999: White Alone Householder, not Hispanic or Latino [Dollars adjusted for inflation to match value in 2016]","Average household income In 2016 Dollars [Dollars adjusted for inflation to match value in 2016]","Average household income in 1999: White Alone Householder [Dollars adjusted for inflation to match value in 2016]","Average household income in 1999: Black or African American Alone Householder [Dollars adjusted for inflation to match value in 2016]","Average household income in 1999: American Indian and Alaska Native Alone Householder [Dollars adjusted for inflation to match value in 2016]","Average household income in 1999: Asian Alone [Dollars adjusted for inflation to match value in 2016]","Average household income in 1999: Native Hawaiian and Other Pacific Islander Alone Householder [Dollars adjusted for inflation to match value in 2016]","Average household income in 1999: Some Other Race Alone Householder [Dollars adjusted for inflation to match value in 2016]","Average household income in 1999: Two or More Races Householder [Dollars adjusted for inflation to match value in 2016]","Average household income in 1999: Hispanic or Latino Householder [Dollars adjusted for inflation to match value in 2016]","Average household income in 1999: White Alone Householder, not Hispanic or Latino [Dollars adjusted for inflation to match value in 2016]","White Alone Population: Per capita income In 2016 Dollars [Dollars adjusted for inflation to match value in 2016]","Black or African American Alone Population: Per capita income In 2016 Dollars [Dollars adjusted for inflation to match value in 2016]","American Indian and Alaska Native Alone Population: Per capita income In 2016 Dollars [Dollars adjusted for inflation to match value in 2016]","Asian Alone Population: Per capita income In 2016 Dollars [Dollars adjusted for inflation to match value in 2016]","Native Hawaiian and Other Pacific Islander Alone Population: Per capita income In 2016 Dollars [Dollars adjusted for inflation to match value in 2016]","White Alone Population for whom poverty status is determined","White Population for whom poverty status is determined: Income in 1999 below poverty level","White Population for whom poverty status is determined: Income in 1999 at or above poverty level","% White Population for whom poverty status is determined: Income in 1999 below poverty level","% White Population for whom poverty status is determined: Income in 1999 at or above poverty level","Black or African American Alone Population for whom poverty status is determined","Black or African American Population for whom poverty status is determined: Income in 1999 below poverty level","Black or African American Population for whom poverty status is determined: Income in 1999 at or above poverty level","% Black or African American Population for whom poverty status is determined: Income in 1999 below poverty level","% Black or African American Population for whom poverty status is determined: Income in 1999 at or above poverty level","American Indian and Alaska Native Alone Population for whom poverty status is determined","American Indian and Alaska Native Population for whom poverty status is determined: Income in 1999 below poverty level","American Indian and Alaska Native Population for whom poverty status is determined: Income in 1999 at or above poverty level","% American Indian and Alaska Native Population for whom poverty status is determined: Income in 1999 below poverty level","% American Indian and Alaska Native Population for whom poverty status is determined: Income in 1999 at or above poverty level","Asian Alone Population for whom poverty status is determined","Asian Population for whom poverty status is determined: Income in 1999 below poverty level","Asian Population for whom poverty status is determined: Income in 1999 at or above poverty level","% Asian Population for whom poverty status is determined: Income in 1999 below poverty level","% Asian Population for whom poverty status is determined: Income in 1999 at or above poverty level","Native Hawaiian and Other Pacific Islander Alone Population for whom poverty status is determined","Native Hawaiian and Other Pacific Islander Alone Population for whom poverty status is determined: Income in 1999 below poverty level","Native Hawaiian and Other Pacific Islander Alone Population for whom poverty status is determined: Income in 1999 at or above poverty level","% Native Hawaiian and Other Pacific Islander Alone Population for whom poverty status is determined: Income in 1999 below poverty level","% Native Hawaiian and Other Pacific Islander Alone Population for whom poverty status is determined: Income in 1999 at or above poverty level","Some other race Alone Population for whom poverty status is determined","Some other race Alone Population for whom poverty status is determined: Income in 1999 below poverty level","Some other race Alone Population for whom poverty status is determined: Income in 1999 at or above poverty level","% Some other race Alone Population for whom poverty status is determined: Income in 1999 below poverty level","% Some other race Alone Population for whom poverty status is determined: Income in 1999 at or above poverty level","Two or more races Population for whom poverty status is determined","Two or more races Population for whom poverty status is determined: Income in 1999 below poverty level","Two or more races Population for whom poverty status is determined: Income in 1999 at or above poverty level","% Two or more races Population for whom poverty status is determined: Income in 1999 below poverty level","% Two or more races Population for whom poverty status is determined: Income in 1999 at or above poverty level","Hispanic or Latino Population for whom poverty status is determined","Hispanic or Latino Population for whom poverty status is determined: Income in 1999 below poverty level","Hispanic or Latino Population for whom poverty status is determined: Income in 1999 at or above poverty level","% Hispanic or Latino Population for whom poverty status is determined: Income in 1999 below poverty level","% Hispanic or Latino Population for whom poverty status is determined: Income in 1999 at or above poverty level","White Alone, not Hispanic or Latino Population for whom poverty status is determined","White Alone, not Hispanic or Latino Population for whom poverty status is determined: Income in 1999 below poverty level","White Alone, not Hispanic or Latino Population for whom poverty status is determined: Income in 1999 at or above poverty level","% White Alone, not Hispanic or Latino Population for whom poverty status is determined: Income in 1999 below poverty level","% White Alone, not Hispanic or Latino Population for whom poverty status is determined: Income in 1999 at or above poverty level"
Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,PCT_SE_T014_002,PCT_SE_T014_003,PCT_SE_T014_004,PCT_SE_T014_005,PCT_SE_T014_006,PCT_SE_T014_007,PCT_SE_T014_008,SE_T019_001,SE_T019_002,SE_T019_003,SE_T019_004,SE_T019_005,SE_T019_006,SE_T019_007,SE_T019_008,SE_T019_009,SE_T019_010,SE_T019_011,SE_T019_012,SE_T019_013,SE_T019_014,SE_T019_015,SE_T019_016,SE_T019_017,SE_T019_018,SE_T019_019,PCT_SE_T019_002,PCT_SE_T019_003,PCT_SE_T019_004,PCT_SE_T019_005,PCT_SE_T019_006,PCT_SE_T019_007,PCT_SE_T019_008,PCT_SE_T019_009,PCT_SE_T019_010,PCT_SE_T019_011,PCT_SE_T019_012,PCT_SE_T019_013,PCT_SE_T019_014,PCT_SE_T019_015,PCT_SE_T019_016,PCT_SE_T019_017,PCT_SE_T019_018,PCT_SE_T019_019,SE_T094_001,SE_T094_002,SE_T094_003,SE_T094_004,SE_T094_005,SE_T094_006,SE_T094_007,SE_T094_008,SE_T094_009,SE_T094_010,SE_T097_001,SE_T097_002,SE_T097_003,SE_T097_004,SE_T097_005,SE_T097_006,SE_T097_007,SE_T097_008,SE_T097_009,SE_T097_010,SE_T146_001,SE_T147_001,SE_T148_001,SE_T149_001,SE_T150_001,SE_T186_001,SE_T186_002,SE_T186_003,PCT_SE_T186_002,PCT_SE_T186_003,SE_T187_001,SE_T187_002,SE_T187_003,PCT_SE_T187_002,PCT_SE_T187_003,SE_T188_001,SE_T188_002,SE_T188_003,PCT_SE_T188_002,PCT_SE_T188_003,SE_T189_001,SE_T189_002,SE_T189_003,PCT_SE_T189_002,PCT_SE_T189_003,SE_T190_001,SE_T190_002,SE_T190_003,PCT_SE_T190_002,PCT_SE_T190_003,SE_T191_001,SE_T191_002,SE_T191_003,PCT_SE_T191_002,PCT_SE_T191_003,SE_T192_001,SE_T192_002,SE_T192_003,PCT_SE_T192_002,PCT_SE_T192_003,SE_T193_001,SE_T193_002,SE_T193_003,PCT_SE_T193_002,PCT_SE_T193_003,SE_T194_001,SE_T194_002,SE_T194_003,PCT_SE_T194_002,PCT_SE_T194_003
"Census Tract 106","Census Tract 106, San Francisco County, California","06075010600","140","00","93","06","075","20",,"010600",4279,4279,1434,42,8,2663,2,48,82,33.51,0.98,0.19,62.23,0.05,1.12,1.92,2621,12,0,2,2514,25,0,0,18,13,0,1,0,0,2,1,20,8,5,0.46,0,0.08,95.92,0.95,0,0,0.69,0.5,0,0.04,0,0,0.08,0.04,0.76,0.31,0.19,53368,59930,25731,147357,48812,0,24702,81053,64704,59848,78627.2727987174,82018.8944917975,39032.7411716628,161674.376787904,76708.2308286458,,40226.4677836807,77732.0467142866,73401.1846201194,82776.5953483659,55257.47772783,32133.1426236208,63564.5435226808,28976.0253371475,0,1345,152,1193,11.3,88.7,50,8,42,16,84,23,15,8,65.22,34.78,2645,508,2137,19.21,80.79,0,0,0,,,42,0,42,0,100,111,7,104,6.31,93.69,132,25,107,18.94,81.06,1295,127,1168,9.81,90.19
"Census Tract 107","Census Tract 107, San Francisco County, California","06075010700","140","00","93","06","075","20",,"010700",5634,5634,804,54,6,4598,2,61,109,14.27,0.96,0.11,81.61,0.04,1.08,1.93,4579,37,0,5,4396,64,0,5,18,6,0,1,0,0,1,0,29,9,8,0.81,0,0.11,96,1.4,0,0.11,0.39,0.13,0,0.02,0,0,0.02,0,0.63,0.2,0.17,23195,73961,52414,0,18577,0,40437,13960,41878,74340,46379.9769216743,101654.763583388,80944.0974465112,,32614.3199131942,,42037.9981767313,51059.9959133633,50773.6741891053,104035.236809389,61825.3191663261,59692.7159787495,0,16181.8471597875,0,834,88,746,10.55,89.45,47,0,47,0,100,0,0,0,,,4488,1053,3435,23.46,76.54,0,0,0,,,175,0,175,0,100,84,31,53,36.9,63.1,281,45,236,16.01,83.99,766,81,685,10.57,89.43
"Census Tract 108","Census Tract 108, San Francisco County, California","06075010800","140","00","93","06","075","20",,"010800",5130,5130,2093,42,9,2818,7,39,122,40.8,0.82,0.18,54.93,0.14,0.76,2.38,2800,16,0,0,2682,25,0,0,26,9,0,1,0,0,7,2,25,1,6,0.57,0,0,95.79,0.89,0,0,0.93,0.32,0,0.04,0,0,0.25,0.07,0.89,0.04,0.21,73351,127609,167451,219511,42646,147357,183444,60340,52534,128577,148205.445092243,206098.181140783,166635.35524549,230551.69595423,75616.4577033102,150146.791990192,204614.630159379,76921.2000288469,96949.0466460389,208356.943889766,135183.986922763,46173.7409072334,115275.847977115,28134.5116469146,125650.674295055,2074,59,2015,2.84,97.16,34,0,34,0,100,13,0,13,0,100,2849,469,2380,16.46,83.54,7,0,7,0,100,21,0,21,0,100,99,6,93,6.06,93.94,115,10,105,8.7,91.3,2040,49,1991,2.4,97.6
"Census Tract 109","Census Tract 109, San Francisco County, California","06075010900","140","00","93","06","075","20",,"010900",4506,4506,3273,70,9,954,9,69,122,72.64,1.55,0.2,21.17,0.2,1.53,2.71,934,22,0,1,749,55,0,1,45,23,1,0,2,0,2,1,22,2,8,2.36,0,0.11,80.19,5.89,0,0.11,4.82,2.46,0.11,0,0.21,0,0.21,0.11,2.36,0.21,0.86,95267,102650,3601,0,60452,0,31972,38365,80829,102815,132682.375174664,150156.370942422,28629.3635601058,,76315.448749,,72037.798665032,81938.0727421332,92189.1576420106,151775.938355427,96902.3187576625,28628.7568451165,0,43696.7511238251,0,3210,147,3063,4.58,95.42,19,10,9,52.63,47.37,0,0,0,,,998,83,915,8.32,91.68,0,0,0,,,70,8,62,11.43,88.57,209,18,191,8.61,91.39,247,10,237,4.05,95.95,3082,137,2945,4.45,95.55
"Census Tract 110","Census Tract 110, San Francisco County, California","06075011000","140","00","93","06","075","20",,"011000",5029,5029,1976,73,8,2780,7,59,126,39.29,1.45,0.16,55.28,0.14,1.17,2.51,2746,36,0,0,2497,58,0,4,44,30,0,0,1,1,2,4,52,11,6,1.31,0,0,90.93,2.11,0,0.15,1.6,1.09,0,0,0.04,0.04,0.07,0.15,1.89,0.4,0.22,63518,86653,44198,0,45350,63041,102668,71447,85942,87079,87311.9625086197,107130.990477752,40088.9227377989,,61823.1126698318,62248.957907642,104442.538172902,105584.137795335,110475.536977136,107577.94812472,67940.7029015121,39996.3964037597,0,24166.1405803024,31124.478953821,2026,149,1877,7.35,92.65,72,13,59,18.06,81.94,0,0,0,,,2736,355,2381,12.98,87.02,9,0,9,0,100,34,0,34,0,100,152,12,140,7.89,92.11,171,0,171,0,100,1930,149,1781,7.72,92.28
"Census Tract 111","Census Tract 111, San Francisco County, California","06075011100","140","00","93","06","075","20",,"011100",5559,5559,2825,128,24,2247,7,141,187,50.82,2.3,0.43,40.42,0.13,2.54,3.36,2204,34,0,1,1775,111,0,4,101,50,2,1,1,1,1,4,109,3,6,1.54,0,0.05,80.54,5.04,0,0.18,4.58,2.27,0.09,0.05,0.05,0.05,0.05,0.18,4.95,0.14,0.27,50845,58341,48782,0,42048,0,60700,30845,51206,58644,71072.0166160199,80939.840006365,75348.2159934951,,53392.2433827647,,102851.15678184,42320.9522733004,58903.8307419303,82193.4528273111,54454.8696362893,54088.868818962,13876.3302002452,22611.3575807111,0,2733,238,2495,8.71,91.29,111,18,93,16.22,83.78,44,0,44,0,100,2091,347,1744,16.59,83.41,0,0,0,,,69,11,58,15.94,84.06,280,49,231,17.5,82.5,304,54,250,17.76,82.24,2585,204,2381,7.89,92.11
"Census Tract 113","Census Tract 113, San Francisco County, California","06075011300","140","00","93","06","075","20",,"011300",3264,3264,452,33,3,2682,4,28,62,13.85,1.01,0.09,82.17,0.12,0.86,1.9,2647,12,0,4,2529,27,0,2,8,17,1,2,0,0,1,3,38,3,0,0.45,0,0.15,95.54,1.02,0,0.08,0.3,0.64,0.04,0.08,0,0,0.04,0.11,1.44,0.11,0,34486,70246,22065,0,24146,147357,3601,39326,39025,86715,57914.2559052438,122339.247069725,17126.6974137428,,40311.6527526417,173593.076069823,70737.452167775,41862.4241928893,55620.5966489579,125309.697467499,89910.8385778504,5742.17817736003,0,17578.1258684103,24732.43318349,460,23,437,5,95,20,20,0,100,0,0,0,0,,,2622,556,2066,21.21,78.79,33,0,33,0,100,31,20,11,64.52,35.48,98,25,73,25.51,74.49,50,25,25,50,50,430,18,412,4.19,95.81
"Census Tract 114","Census Tract 114, San Francisco County, California","06075011400","140","00","93","06","075","20",,"011400",3175,3175,61,36,3,3019,0,23,33,1.92,1.13,0.09,95.09,0,0.72,1.04,2992,6,0,0,2924,12,0,2,1,1,0,0,0,0,0,1,43,0,2,0.2,0,0,97.73,0.4,0,0.07,0.03,0.03,0,0,0,0,0,0.03,1.44,0,0.07,21706,32872,12458,0,21498,0,16211,12608,16211,32872,32045.0743946473,38067.2288888063,14524.7568451165,,32264.9148429463,,17291.3771965672,12103.9640375971,17291.3771965672,38067.2288888063,34748.4634246016,4079.32407029015,0,15763.9722108705,0,75,11,64,14.67,85.33,89,83,6,93.26,6.74,0,0,0,,,2975,638,2337,21.45,78.55,0,0,0,,,14,14,0,100,0,18,11,7,61.11,38.89,23,14,9,60.87,39.13,75,11,64,14.67,85.33
"Census Tract 115","Census Tract 115, San Francisco County, California","06075011500","140","00","93","06","075","20",,"011500",759,759,165,25,6,527,9,10,17,21.74,3.29,0.79,69.43,1.19,1.32,2.24,525,5,0,0,485,21,0,0,5,1,0,0,0,0,0,1,5,0,2,0.95,0,0,92.38,4,0,0,0.95,0.19,0,0,0,0,0,0.19,0.95,0,0.38,17369,26470,9306,0,13925,0,45030,6947,34223,27018,31293.2254217101,59106.3810974477,9126.00463152159,,23592.1346666987,,46480.868702201,24994.907421961,34284.2722867651,61622.2154332033,47623.3346955456,9125.52431548835,0,14289.8823048631,0,135,18,117,13.33,86.67,21,21,0,100,0,0,0,0,,,587,134,453,22.83,77.17,0,0,0,,,7,0,7,0,100,13,7,6,53.85,46.15,22,7,15,31.82,68.18,120,11,109,9.17,90.83
