FIPS,Population,One_race,Two_or_more_races,Asian,Year
06075026402,4331.0,4175.0,156.0,2478.0,2012
06075026403,3899.0,3809.0,90.0,2831.0,2012
06075026404,2646.0,2528.0,118.0,1220.0,2012
06075030101,4787.0,4555.0,232.0,1166.0,2012
06075030102,4998.0,4703.0,295.0,1264.0,2012
06075030201,4202.0,4101.0,101.0,1457.0,2012
06075030202,4351.0,4008.0,343.0,882.0,2012
06075030301,5950.0,5713.0,237.0,2447.0,2012
06075030302,3732.0,3574.0,158.0,1498.0,2012
06075030400,5294.0,4978.0,316.0,1918.0,2012
06075030500,3137.0,2918.0,219.0,640.0,2012
06075030600,2112.0,2007.0,105.0,568.0,2012
06075030700,6672.0,6092.0,580.0,1788.0,2012
06075030800,5260.0,4924.0,336.0,1911.0,2012
06075030900,6317.0,6083.0,234.0,2609.0,2012
06075031000,3413.0,3237.0,176.0,921.0,2012
06075031100,6672.0,6152.0,520.0,1913.0,2012
06075031201,6953.0,6726.0,227.0,4242.0,2012
06075031202,3282.0,3084.0,198.0,1811.0,2012
06075031301,4331.0,4076.0,255.0,1896.0,2012
06075031302,6005.0,5824.0,181.0,2959.0,2012
06075031400,6729.0,6552.0,177.0,2820.0,2012
06075032601,4543.0,4325.0,218.0,2614.0,2012
06075032602,4432.0,4290.0,142.0,2546.0,2012
06075032700,7022.0,6654.0,368.0,3843.0,2012
06075032801,4052.0,4018.0,34.0,2608.0,2012
06075032802,3787.0,3632.0,155.0,2565.0,2012
06075032901,5606.0,5310.0,296.0,3640.0,2012
06075032902,3691.0,3501.0,190.0,2529.0,2012
06075033000,8307.0,7990.0,317.0,3863.0,2012
06075033100,4180.0,4111.0,69.0,2453.0,2012
06075033201,3725.0,3543.0,182.0,678.0,2012
06075033203,3845.0,3627.0,218.0,1393.0,2012
06075033204,3830.0,3564.0,266.0,1159.0,2012
06075035100,8074.0,7645.0,429.0,4846.0,2012
06075035201,5021.0,4825.0,196.0,2766.0,2012
06075035202,4534.0,4411.0,123.0,1876.0,2012
06075035300,7890.0,7587.0,303.0,5238.0,2012
06075035400,6191.0,5884.0,307.0,3011.0,2012
06075040100,4234.0,4030.0,204.0,1189.0,2012
06075040200,5564.0,5405.0,159.0,2665.0,2012
06075042601,4047.0,3766.0,281.0,1747.0,2012
06075042602,3631.0,3518.0,113.0,1092.0,2012
06075042700,5978.0,5896.0,82.0,1995.0,2012
06075042800,2204.0,2046.0,158.0,349.0,2012
06075045100,4820.0,4621.0,199.0,2122.0,2012
06075045200,6819.0,6437.0,382.0,2920.0,2012
06075047600,5508.0,5183.0,325.0,2730.0,2012
06075047701,4136.0,4014.0,122.0,2391.0,2012
06075047702,4152.0,4017.0,135.0,2168.0,2012
06075047801,4250.0,3955.0,295.0,2417.0,2012
06075047802,4140.0,3939.0,201.0,2359.0,2012
06075047901,6775.0,6238.0,537.0,2771.0,2012
06075047902,3813.0,3585.0,228.0,1490.0,2012
06075060100,2879.0,2769.0,110.0,298.0,2012
06075060400,2144.0,2038.0,106.0,363.0,2012
06075060502,2863.0,2705.0,158.0,712.0,2012
06075060700,8372.0,8224.0,148.0,3707.0,2012
06075061000,3888.0,3620.0,268.0,1682.0,2012
06075061100,4543.0,4514.0,29.0,4076.0,2012
06075061200,3713.0,3615.0,98.0,894.0,2012
06075061400,5301.0,5055.0,246.0,623.0,2012
06075061500,11083.0,10734.0,349.0,3422.0,2012
06075980200,308.0,289.0,19.0,44.0,2012
06075980300,27.0,16.0,11.0,0.0,2012
06075980401,0.0,0.0,0.0,0.0,2012
06075980501,646.0,573.0,73.0,292.0,2012
06075980600,288.0,279.0,9.0,28.0,2012
06075980900,337.0,331.0,6.0,98.0,2012
06075990100,0.0,0.0,0.0,0.0,2012
06075010100,3741.0,3441.0,300.0,1396.0,2013
06075010200,4028.0,3800.0,228.0,339.0,2013
06075010300,4729.0,4683.0,46.0,1901.0,2013
06075010400,5103.0,4774.0,329.0,1465.0,2013
06075010500,2592.0,2457.0,135.0,612.0,2013
06075010600,3607.0,3376.0,231.0,2002.0,2013
06075010700,5535.0,5509.0,26.0,4355.0,2013
06075010800,4925.0,4848.0,77.0,2379.0,2013
06075010900,4571.0,4543.0,28.0,1176.0,2013
06075011000,5621.0,5498.0,123.0,2527.0,2013
06075011100,5286.0,5010.0,276.0,1876.0,2013
06075011200,2932.0,2818.0,114.0,1090.0,2013
06075011300,3204.0,3131.0,73.0,2494.0,2013
06075011700,1461.0,1395.0,66.0,595.0,2013
06075011800,1808.0,1795.0,13.0,1557.0,2013
06075011901,2443.0,2400.0,43.0,796.0,2013
06075011902,2723.0,2540.0,183.0,791.0,2013
06075012000,3723.0,3530.0,193.0,1002.0,2013
06075012100,3784.0,3539.0,245.0,1006.0,2013
06075012201,4514.0,4265.0,249.0,1479.0,2013
06075012202,2605.0,2509.0,96.0,717.0,2013
06075012301,1804.0,1741.0,63.0,617.0,2013
06075012302,2423.0,2383.0,40.0,945.0,2013
06075012401,4196.0,4006.0,190.0,1071.0,2013
06075012402,3466.0,3312.0,154.0,936.0,2013
06075012501,3336.0,3149.0,187.0,1214.0,2013
06075012502,3741.0,3593.0,148.0,1713.0,2013
06075012601,2392.0,2332.0,60.0,245.0,2013
06075012602,3259.0,3137.0,122.0,236.0,2013
06075012700,3682.0,3613.0,69.0,372.0,2013
06075012800,4634.0,4414.0,220.0,523.0,2013
06075012901,2399.0,2285.0,114.0,421.0,2013
06075012902,3284.0,3256.0,28.0,543.0,2013
06075013000,4143.0,4102.0,41.0,441.0,2013
06075013101,3750.0,3560.0,190.0,775.0,2013
06075013102,2809.0,2787.0,22.0,163.0,2013
06075013200,4377.0,4360.0,17.0,631.0,2013
06075013300,4314.0,4116.0,198.0,542.0,2013
06075013400,3635.0,3538.0,97.0,322.0,2013
06075013500,2569.0,2480.0,89.0,326.0,2013
06075015100,2067.0,2006.0,61.0,630.0,2013
06075015200,3966.0,3869.0,97.0,941.0,2013
06075015300,2193.0,2103.0,90.0,355.0,2013
06075015400,5937.0,5781.0,156.0,1706.0,2013
06075015500,3939.0,3764.0,175.0,1189.0,2013
06075015600,2762.0,2565.0,197.0,978.0,2013
06075015700,7557.0,7305.0,252.0,1995.0,2013
06075015801,3847.0,3703.0,144.0,442.0,2013
06075015802,2849.0,2770.0,79.0,347.0,2013
06075015900,4404.0,4304.0,100.0,1716.0,2013
06075016000,2447.0,2300.0,147.0,859.0,2013
06075016100,4907.0,4626.0,281.0,1244.0,2013
06075016200,2391.0,2310.0,81.0,326.0,2013
06075016300,4674.0,4442.0,232.0,670.0,2013
06075016400,4023.0,3779.0,244.0,342.0,2013
06075016500,5289.0,5031.0,258.0,467.0,2013
06075016600,5639.0,5284.0,355.0,621.0,2013
06075016700,4895.0,4782.0,113.0,568.0,2013
06075016801,3610.0,3487.0,123.0,457.0,2013
06075016802,3089.0,2963.0,126.0,308.0,2013
06075016900,3113.0,2988.0,125.0,255.0,2013
06075017000,3641.0,3603.0,38.0,398.0,2013
06075017101,3453.0,3244.0,209.0,167.0,2013
06075017102,3728.0,3413.0,315.0,187.0,2013
06075017601,6964.0,6553.0,411.0,3194.0,2013
06075017700,1534.0,1494.0,40.0,224.0,2013
06075017801,3042.0,2961.0,81.0,2123.0,2013
06075017802,4175.0,3974.0,201.0,1020.0,2013
06075017902,2654.0,2506.0,148.0,480.0,2013
06075018000,3616.0,3416.0,200.0,608.0,2013
06075020100,5492.0,5239.0,253.0,865.0,2013
06075020200,5994.0,5773.0,221.0,1013.0,2013
06075020300,3138.0,3011.0,127.0,400.0,2013
06075020401,2887.0,2769.0,118.0,205.0,2013
06075020402,4192.0,3968.0,224.0,640.0,2013
06075020500,2496.0,2362.0,134.0,134.0,2013
06075020600,4500.0,4353.0,147.0,365.0,2013
06075020700,5731.0,5357.0,374.0,475.0,2013
06075020800,6673.0,6510.0,163.0,847.0,2013
06075020900,4969.0,4803.0,166.0,701.0,2013
06075021000,4599.0,4347.0,252.0,642.0,2013
06075021100,3883.0,3799.0,84.0,358.0,2013
06075021200,2738.0,2586.0,152.0,288.0,2013
06075021300,2477.0,2361.0,116.0,188.0,2013
06075021400,3359.0,3218.0,141.0,483.0,2013
06075021500,4958.0,4825.0,133.0,628.0,2013
06075021600,4149.0,4055.0,94.0,792.0,2013
06075021700,3762.0,3568.0,194.0,761.0,2013
06075021800,4133.0,3872.0,261.0,390.0,2013
06075022600,1743.0,1699.0,44.0,438.0,2013
06075022702,2324.0,2150.0,174.0,281.0,2013
06075022704,3191.0,3020.0,171.0,511.0,2013
06075022801,4760.0,4600.0,160.0,563.0,2013
06075022802,2262.0,2177.0,85.0,419.0,2013
06075022803,5097.0,4936.0,161.0,479.0,2013
06075022901,4303.0,4010.0,293.0,387.0,2013
06075022902,2426.0,2222.0,204.0,197.0,2013
06075022903,3033.0,2810.0,223.0,155.0,2013
06075023001,5179.0,5087.0,92.0,3083.0,2013
06075023003,3914.0,3712.0,202.0,1380.0,2013
06075023102,3950.0,3901.0,49.0,359.0,2013
06075023103,3959.0,3615.0,344.0,66.0,2013
06075023200,4385.0,4279.0,106.0,629.0,2013
06075023300,3484.0,3427.0,57.0,2028.0,2013
06075023400,3716.0,3607.0,109.0,503.0,2013
06075025100,3310.0,3190.0,120.0,597.0,2013
06075025200,5779.0,5408.0,371.0,856.0,2013
06075025300,4462.0,4306.0,156.0,547.0,2013
06075025401,3760.0,3440.0,320.0,550.0,2013
06075025402,3358.0,3081.0,277.0,944.0,2013
06075025403,5383.0,5124.0,259.0,1428.0,2013
06075025500,8793.0,8574.0,219.0,3120.0,2013
06075025600,5786.0,5553.0,233.0,3248.0,2013
06075025701,4557.0,4516.0,41.0,2634.0,2013
06075025702,4313.0,4276.0,37.0,2716.0,2013
06075025800,1986.0,1953.0,33.0,1138.0,2013
06075025900,4005.0,3903.0,102.0,1953.0,2013
06075026001,5408.0,5094.0,314.0,1919.0,2013
06075026002,3627.0,3487.0,140.0,1332.0,2013
06075026003,5042.0,4969.0,73.0,1635.0,2013
06075026004,4743.0,4510.0,233.0,2408.0,2013
06075026100,6759.0,6533.0,226.0,3825.0,2013
06075026200,7671.0,7533.0,138.0,4755.0,2013
06075026301,4300.0,4118.0,182.0,2569.0,2013
06075026302,5058.0,4951.0,107.0,2600.0,2013
06075026303,5473.0,5396.0,77.0,3165.0,2013
06075026401,3849.0,3671.0,178.0,2464.0,2013
06075026402,4203.0,4106.0,97.0,2563.0,2013
06075026403,3650.0,3522.0,128.0,2463.0,2013
06075026404,2437.0,2347.0,90.0,1286.0,2013
06075030101,4795.0,4565.0,230.0,1101.0,2013
06075030102,4953.0,4724.0,229.0,1095.0,2013
06075030201,4251.0,4096.0,155.0,1559.0,2013
06075030202,4101.0,3792.0,309.0,997.0,2013
06075030301,5551.0,5313.0,238.0,2123.0,2013
06075030302,4059.0,3903.0,156.0,1798.0,2013
06075030400,5515.0,5204.0,311.0,2297.0,2013
06075030500,2900.0,2641.0,259.0,584.0,2013
06075030600,2257.0,2137.0,120.0,655.0,2013
06075030700,6684.0,6234.0,450.0,1753.0,2013
06075030800,5508.0,5182.0,326.0,1863.0,2013
06075030900,6477.0,6241.0,236.0,2780.0,2013
06075031000,3503.0,3307.0,196.0,970.0,2013
06075031100,6433.0,5980.0,453.0,1938.0,2013
06075031201,7628.0,7319.0,309.0,4560.0,2013
06075031202,2946.0,2784.0,162.0,1604.0,2013
06075031301,4079.0,3796.0,283.0,1804.0,2013
06075031302,6321.0,6097.0,224.0,2933.0,2013
06075031400,6956.0,6759.0,197.0,2780.0,2013
06075032601,4738.0,4470.0,268.0,2633.0,2013
06075032602,4205.0,4035.0,170.0,2434.0,2013
06075032700,7140.0,6848.0,292.0,4251.0,2013
06075032801,3941.0,3884.0,57.0,2342.0,2013
06075032802,4012.0,3824.0,188.0,2719.0,2013
06075032901,5413.0,5168.0,245.0,3337.0,2013
06075032902,3780.0,3611.0,169.0,2535.0,2013
06075033000,8173.0,7878.0,295.0,4162.0,2013
06075033100,4467.0,4416.0,51.0,2753.0,2013
06075033201,3744.0,3480.0,264.0,672.0,2013
06075033203,3861.0,3647.0,214.0,1397.0,2013
06075033204,3588.0,3368.0,220.0,1248.0,2013
06075035100,7966.0,7569.0,397.0,4755.0,2013
06075035201,5169.0,4965.0,204.0,2701.0,2013
06075035202,4563.0,4350.0,213.0,1892.0,2013
06075035300,7917.0,7503.0,414.0,5097.0,2013
06075035400,6648.0,6317.0,331.0,3596.0,2013
06075040100,4408.0,4231.0,177.0,1367.0,2013
06075040200,5540.0,5275.0,265.0,2526.0,2013
06075042601,4146.0,3852.0,294.0,1629.0,2013
06075042602,3500.0,3391.0,109.0,1041.0,2013
06075042700,5582.0,5443.0,139.0,1992.0,2013
06075042800,2459.0,2352.0,107.0,443.0,2013
06075045100,4768.0,4546.0,222.0,2054.0,2013
06075045200,7145.0,6784.0,361.0,3236.0,2013
06075047600,5650.0,5253.0,397.0,2710.0,2013
06075047701,4011.0,3847.0,164.0,2077.0,2013
06075047702,4113.0,3992.0,121.0,2221.0,2013
06075047801,3958.0,3622.0,336.0,1775.0,2013
06075047802,3860.0,3618.0,242.0,2139.0,2013
06075047901,6445.0,5788.0,657.0,2407.0,2013
06075047902,3645.0,3396.0,249.0,1425.0,2013
06075060100,2918.0,2807.0,111.0,250.0,2013
06075060400,1996.0,1881.0,115.0,256.0,2013
06075060502,3058.0,2915.0,143.0,925.0,2013
06075060700,9251.0,8999.0,252.0,3889.0,2013
06075061000,4177.0,3821.0,356.0,1869.0,2013
06075061100,4358.0,4315.0,43.0,3895.0,2013
06075061200,3995.0,3888.0,107.0,1056.0,2013
06075061400,5488.0,5192.0,296.0,522.0,2013
06075061500,12038.0,11738.0,300.0,3946.0,2013
06075980200,324.0,320.0,4.0,41.0,2013
06075980300,39.0,39.0,0.0,0.0,2013
06075980401,0.0,0.0,0.0,0.0,2013
06075980501,662.0,589.0,73.0,264.0,2013
06075980600,357.0,357.0,0.0,65.0,2013
06075980900,247.0,240.0,7.0,85.0,2013
06075990100,0.0,0.0,0.0,0.0,2013
06075010100,3827.0,3562.0,265.0,1403.0,2014
06075010200,4220.0,4024.0,196.0,359.0,2014
06075010300,4346.0,4288.0,58.0,1557.0,2014
06075010400,5265.0,4866.0,399.0,1511.0,2014
06075010500,2606.0,2400.0,206.0,652.0,2014
06075010600,3664.0,3477.0,187.0,2223.0,2014
06075010700,5311.0,5287.0,24.0,3950.0,2014
06075010800,4779.0,4644.0,135.0,2286.0,2014
06075010900,4740.0,4714.0,26.0,1303.0,2014
06075011000,5303.0,5129.0,174.0,2302.0,2014
06075011100,5078.0,4812.0,266.0,1566.0,2014
06075011200,3078.0,2945.0,133.0,1141.0,2014
06075011300,3058.0,2978.0,80.0,2244.0,2014
06075011700,1547.0,1449.0,98.0,690.0,2014
06075011800,1740.0,1731.0,9.0,1528.0,2014
06075011901,2543.0,2484.0,59.0,763.0,2014
06075011902,2625.0,2452.0,173.0,807.0,2014
06075012000,3563.0,3255.0,308.0,957.0,2014
06075012100,3876.0,3634.0,242.0,1004.0,2014
06075012201,4576.0,4311.0,265.0,1645.0,2014
06075012202,3079.0,3011.0,68.0,740.0,2014
06075012301,1790.0,1718.0,72.0,568.0,2014
06075012302,2518.0,2442.0,76.0,1041.0,2014
06075012401,4613.0,4332.0,281.0,1191.0,2014
06075012402,3393.0,3277.0,116.0,1220.0,2014
06075012501,3547.0,3401.0,146.0,1603.0,2014
06075012502,4120.0,3940.0,180.0,1755.0,2014
06075012601,2499.0,2449.0,50.0,277.0,2014
06075012602,3101.0,2996.0,105.0,277.0,2014
06075012700,3758.0,3657.0,101.0,281.0,2014
06075012800,4908.0,4723.0,185.0,530.0,2014
06075012901,2588.0,2416.0,172.0,335.0,2014
06075012902,3444.0,3326.0,118.0,484.0,2014
06075013000,4548.0,4440.0,108.0,472.0,2014
06075013101,3791.0,3635.0,156.0,660.0,2014
06075013102,2692.0,2692.0,0.0,199.0,2014
06075013200,4695.0,4661.0,34.0,614.0,2014
06075013300,4482.0,4218.0,264.0,582.0,2014
06075013400,3968.0,3911.0,57.0,367.0,2014
06075013500,2592.0,2521.0,71.0,366.0,2014
06075015100,2106.0,2023.0,83.0,615.0,2014
06075015200,3865.0,3734.0,131.0,907.0,2014
06075015300,2066.0,2015.0,51.0,290.0,2014
06075015400,5927.0,5723.0,204.0,1581.0,2014
06075015500,3918.0,3805.0,113.0,1213.0,2014
06075015600,3015.0,2808.0,207.0,1005.0,2014
06075015700,8373.0,8049.0,324.0,2180.0,2014
06075015801,3738.0,3593.0,145.0,568.0,2014
06075015802,2837.0,2748.0,89.0,352.0,2014
06075015900,4081.0,4040.0,41.0,1516.0,2014
06075016000,2552.0,2358.0,194.0,743.0,2014
06075016100,5085.0,4869.0,216.0,1601.0,2014
06075016200,2604.0,2517.0,87.0,454.0,2014
06075016300,4748.0,4519.0,229.0,551.0,2014
06075016400,4135.0,3954.0,181.0,434.0,2014
06075016500,5787.0,5568.0,219.0,656.0,2014
06075016600,5537.0,5200.0,337.0,615.0,2014
06075016700,4960.0,4862.0,98.0,455.0,2014
06075016801,3329.0,3215.0,114.0,458.0,2014
06075016802,2957.0,2857.0,100.0,563.0,2014
06075016900,3021.0,2914.0,107.0,289.0,2014
06075017000,3857.0,3810.0,47.0,465.0,2014
06075017101,3557.0,3366.0,191.0,133.0,2014
06075017102,3862.0,3534.0,328.0,278.0,2014
06075017601,7220.0,6820.0,400.0,3473.0,2014
06075017700,1654.0,1558.0,96.0,132.0,2014
06075017801,3066.0,3040.0,26.0,2001.0,2014
06075017802,4307.0,4115.0,192.0,1320.0,2014
06075017902,3083.0,2790.0,293.0,493.0,2014
06075018000,3232.0,3031.0,201.0,672.0,2014
06075020100,5257.0,4939.0,318.0,1003.0,2014
06075020200,5962.0,5762.0,200.0,811.0,2014
06075020300,3042.0,2873.0,169.0,399.0,2014
06075020401,3090.0,2916.0,174.0,221.0,2014
06075020402,4128.0,3921.0,207.0,591.0,2014
06075020500,2646.0,2526.0,120.0,153.0,2014
06075020600,4607.0,4465.0,142.0,359.0,2014
06075020700,5427.0,5017.0,410.0,627.0,2014
06075020800,6182.0,5954.0,228.0,810.0,2014
06075020900,4723.0,4518.0,205.0,639.0,2014
06075021000,4556.0,4279.0,277.0,578.0,2014
06075021100,3993.0,3818.0,175.0,480.0,2014
06075021200,2842.0,2671.0,171.0,277.0,2014
06075021300,2626.0,2478.0,148.0,316.0,2014
06075021400,3459.0,3281.0,178.0,471.0,2014
06075021500,5129.0,5016.0,113.0,538.0,2014
06075021600,4335.0,4176.0,159.0,846.0,2014
06075021700,4079.0,3907.0,172.0,701.0,2014
06075021800,4238.0,3944.0,294.0,334.0,2014
06075022600,1866.0,1790.0,76.0,484.0,2014
06075022702,2297.0,2109.0,188.0,301.0,2014
06075022704,3314.0,3151.0,163.0,568.0,2014
06075022801,4988.0,4850.0,138.0,736.0,2014
06075022802,2220.0,2128.0,92.0,400.0,2014
06075022803,4930.0,4805.0,125.0,415.0,2014
06075022901,5024.0,4762.0,262.0,488.0,2014
06075022902,2460.0,2316.0,144.0,186.0,2014
06075022903,3097.0,2791.0,306.0,423.0,2014
06075023001,4835.0,4743.0,92.0,3185.0,2014
06075023003,4369.0,4161.0,208.0,1835.0,2014
06075023102,4870.0,4737.0,133.0,627.0,2014
06075023103,2934.0,2619.0,315.0,91.0,2014
06075023200,4319.0,4152.0,167.0,713.0,2014
06075023300,3367.0,3310.0,57.0,2257.0,2014
06075023400,3699.0,3628.0,71.0,836.0,2014
06075025100,3402.0,3226.0,176.0,596.0,2014
06075025200,5957.0,5482.0,475.0,600.0,2014
06075025300,4718.0,4561.0,157.0,563.0,2014
06075025401,3351.0,3216.0,135.0,325.0,2014
06075025402,3287.0,2972.0,315.0,784.0,2014
06075025403,5125.0,4896.0,229.0,1209.0,2014
06075025500,8696.0,8506.0,190.0,3271.0,2014
06075025600,5578.0,5367.0,211.0,3139.0,2014
06075025701,5116.0,5062.0,54.0,2967.0,2014
06075025702,4831.0,4814.0,17.0,2832.0,2014
06075025800,1994.0,1899.0,95.0,996.0,2014
06075025900,3996.0,3816.0,180.0,1992.0,2014
06075026001,5448.0,5103.0,345.0,2023.0,2014
06075026002,3549.0,3431.0,118.0,1324.0,2014
06075026003,5097.0,4987.0,110.0,2402.0,2014
06075026004,4658.0,4422.0,236.0,2360.0,2014
06075026100,7047.0,6733.0,314.0,4074.0,2014
06075026200,7867.0,7740.0,127.0,4917.0,2014
06075026301,4672.0,4452.0,220.0,2353.0,2014
06075026302,5295.0,5195.0,100.0,2699.0,2014
06075026303,5365.0,5250.0,115.0,2844.0,2014
06075026401,3802.0,3627.0,175.0,2524.0,2014
06075026402,4155.0,4010.0,145.0,2555.0,2014
06075026403,3833.0,3669.0,164.0,2794.0,2014
06075026404,2476.0,2386.0,90.0,1358.0,2014
06075030101,4728.0,4523.0,205.0,1001.0,2014
06075030102,5229.0,5015.0,214.0,1022.0,2014
06075030201,4184.0,3973.0,211.0,1362.0,2014
06075030202,4296.0,3834.0,462.0,1111.0,2014
06075030301,5648.0,5370.0,278.0,2232.0,2014
06075030302,3936.0,3777.0,159.0,1864.0,2014
06075030400,5411.0,5162.0,249.0,2279.0,2014
06075030500,2825.0,2603.0,222.0,594.0,2014
06075030600,2353.0,2237.0,116.0,618.0,2014
06075030700,6905.0,6245.0,660.0,1779.0,2014
06075030800,5646.0,5395.0,251.0,1716.0,2014
06075030900,6619.0,6339.0,280.0,2708.0,2014
06075031000,3744.0,3563.0,181.0,1185.0,2014
06075031100,6602.0,6221.0,381.0,2000.0,2014
06075031201,7169.0,6858.0,311.0,4367.0,2014
06075031202,2982.0,2872.0,110.0,1507.0,2014
06075031301,4363.0,4036.0,327.0,1941.0,2014
06075031302,6301.0,5980.0,321.0,3033.0,2014
06075031400,6578.0,6396.0,182.0,3105.0,2014
06075032601,4766.0,4337.0,429.0,2498.0,2014
06075032602,4540.0,4277.0,263.0,2366.0,2014
06075032700,7130.0,6835.0,295.0,4094.0,2014
06075032801,4111.0,4058.0,53.0,2670.0,2014
06075032802,3986.0,3779.0,207.0,2771.0,2014
06075032901,5582.0,5215.0,367.0,3297.0,2014
06075032902,3995.0,3771.0,224.0,2437.0,2014
06075033000,8770.0,8532.0,238.0,4537.0,2014
06075033100,4677.0,4660.0,17.0,2884.0,2014
06075033201,3702.0,3393.0,309.0,657.0,2014
06075033203,3931.0,3687.0,244.0,1330.0,2014
06075033204,3736.0,3479.0,257.0,1282.0,2014
06075035100,8031.0,7576.0,455.0,4487.0,2014
06075035201,5439.0,5162.0,277.0,2888.0,2014
06075035202,4551.0,4327.0,224.0,1880.0,2014
06075035300,7885.0,7667.0,218.0,5291.0,2014
06075035400,6330.0,5997.0,333.0,3314.0,2014
06075040100,4346.0,4203.0,143.0,1328.0,2014
06075040200,5045.0,4682.0,363.0,1855.0,2014
06075042601,4111.0,3951.0,160.0,1760.0,2014
06075042602,3487.0,3346.0,141.0,977.0,2014
06075042700,5370.0,5189.0,181.0,2078.0,2014
06075042800,2357.0,2251.0,106.0,525.0,2014
06075045100,5053.0,4857.0,196.0,1981.0,2014
06075045200,6896.0,6513.0,383.0,2730.0,2014
06075047600,5586.0,5248.0,338.0,2794.0,2014
06075047701,4016.0,3876.0,140.0,2128.0,2014
06075047702,4221.0,4109.0,112.0,2261.0,2014
06075047801,4001.0,3709.0,292.0,2193.0,2014
06075047802,3952.0,3721.0,231.0,2330.0,2014
06075047901,6571.0,6131.0,440.0,2461.0,2014
06075047902,3669.0,3339.0,330.0,1375.0,2014
06075060100,3451.0,3332.0,119.0,384.0,2014
06075060400,1854.0,1718.0,136.0,327.0,2014
06075060502,3184.0,3008.0,176.0,906.0,2014
06075060700,9804.0,9588.0,216.0,4487.0,2014
06075061000,4474.0,3981.0,493.0,2258.0,2014
06075061100,4488.0,4467.0,21.0,4012.0,2014
06075061200,4023.0,3883.0,140.0,1017.0,2014
06075061400,5625.0,5254.0,371.0,846.0,2014
06075061500,12391.0,12157.0,234.0,3960.0,2014
06075980200,299.0,290.0,9.0,55.0,2014
06075980300,45.0,40.0,5.0,0.0,2014
06075980401,0.0,0.0,0.0,0.0,2014
06075980501,850.0,764.0,86.0,361.0,2014
06075980600,401.0,398.0,3.0,70.0,2014
06075980900,246.0,226.0,20.0,42.0,2014
06075990100,0.0,0.0,0.0,0.0,2014
06075010100,3798.0,3517.0,281.0,1284.0,2015
06075010200,4172.0,4014.0,158.0,401.0,2015
06075010300,4387.0,4334.0,53.0,1700.0,2015
06075010400,5148.0,4709.0,439.0,1429.0,2015
06075010500,2589.0,2337.0,252.0,804.0,2015
06075010600,3604.0,3471.0,133.0,2113.0,2015
06075010700,5302.0,5272.0,30.0,3998.0,2015
06075010800,5065.0,4900.0,165.0,2423.0,2015
06075010900,4535.0,4507.0,28.0,1249.0,2015
06075011000,5085.0,4900.0,185.0,2227.0,2015
06075011100,4940.0,4719.0,221.0,1251.0,2015
06075011200,3281.0,3128.0,153.0,1126.0,2015
06075011300,2885.0,2800.0,85.0,2110.0,2015
06075011700,1635.0,1594.0,41.0,723.0,2015
06075011800,1622.0,1611.0,11.0,1361.0,2015
06075011901,2561.0,2475.0,86.0,725.0,2015
06075011902,2786.0,2655.0,131.0,902.0,2015
06075012000,3776.0,3544.0,232.0,1455.0,2015
06075012100,3973.0,3732.0,241.0,1099.0,2015
06075012201,4845.0,4494.0,351.0,1305.0,2015
06075012202,3295.0,3189.0,106.0,582.0,2015
06075012301,1996.0,1928.0,68.0,572.0,2015
06075012302,2468.0,2357.0,111.0,926.0,2015
06075012401,4787.0,4585.0,202.0,1168.0,2015
06075012402,3600.0,3510.0,90.0,1245.0,2015
06075012501,3728.0,3672.0,56.0,1551.0,2015
06075012502,4101.0,3896.0,205.0,1678.0,2015
06075012601,2334.0,2262.0,72.0,242.0,2015
06075012602,2943.0,2858.0,85.0,295.0,2015
06075012700,3760.0,3492.0,268.0,282.0,2015
06075012800,5128.0,4924.0,204.0,506.0,2015
06075012901,2587.0,2430.0,157.0,320.0,2015
06075012902,3537.0,3426.0,111.0,558.0,2015
06075013000,4626.0,4466.0,160.0,512.0,2015
06075013101,4071.0,3897.0,174.0,798.0,2015
06075013102,2823.0,2785.0,38.0,339.0,2015
06075013200,4796.0,4763.0,33.0,640.0,2015
06075013300,4497.0,4222.0,275.0,617.0,2015
06075013400,4026.0,3880.0,146.0,377.0,2015
06075013500,2580.0,2500.0,80.0,485.0,2015
06075015100,2175.0,2083.0,92.0,707.0,2015
06075015200,4300.0,4189.0,111.0,1002.0,2015
06075015300,2141.0,2072.0,69.0,315.0,2015
06075015400,6080.0,5813.0,267.0,1633.0,2015
06075015500,3633.0,3542.0,91.0,1166.0,2015
06075015600,3323.0,3086.0,237.0,1156.0,2015
06075015700,8403.0,7907.0,496.0,2232.0,2015
06075015801,3997.0,3903.0,94.0,678.0,2015
06075015802,3081.0,2917.0,164.0,352.0,2015
06075015900,4077.0,4014.0,63.0,1440.0,2015
06075016000,2554.0,2389.0,165.0,806.0,2015
06075016100,5482.0,5072.0,410.0,1752.0,2015
06075016200,2733.0,2659.0,74.0,445.0,2015
06075016300,4623.0,4397.0,226.0,589.0,2015
06075016400,4118.0,3887.0,231.0,365.0,2015
06075016500,5708.0,5496.0,212.0,549.0,2015
06075016600,5468.0,5110.0,358.0,722.0,2015
06075016700,4793.0,4635.0,158.0,342.0,2015
06075016801,3558.0,3376.0,182.0,407.0,2015
06075016802,3011.0,2933.0,78.0,370.0,2015
06075016900,2987.0,2887.0,100.0,308.0,2015
06075017000,3825.0,3746.0,79.0,513.0,2015
06075017101,3733.0,3524.0,209.0,149.0,2015
06075017102,3764.0,3402.0,362.0,261.0,2015
